TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
reeve_oldenglishbaron	30	0.9	37605	20697	 suppressed his emotions, and 	 suppressed his emotions, but 
radcliffe_udolpho_38_g	30	0.9333333333333333	35549	8224	 in the most solemn manner not	 in the most solemn manner, ne
collins_moonstone_75_d	31	0.9354838709677419	10035	10311	 have the honour of being your 	 have the honour of seeing you 
collins_hauntedhotel_24_u	30	0.9333333333333333	41838	2086	 at the other end of the court	 at the other end of the corri
stoker_dracula_19_g	31	0.9032258064516129	7505	24158	 could not distinguish the word	 could not distinguish a word h
radcliffe_udolpho_24_g	32	0.90625	41836	6446	ed at the other end of the court	ed at the other end of the castl
collins_moonstone_81_d	30	0.9333333333333333	222	4621	s which had fallen from her fa	s which had fallen from her, i
poe_usher_1_g	30	0.9	38197	15245	 the countenance of the youth.	 the countenance of the brothe
shelley_frankenstein_52_g	30	0.9	30357	2291	 the light of the moon, that d	 the light of the moon the dæm
radcliffe_udolpho_23_g	32	0.90625	31885	1116	 if she could not escape from th	 if she could once escape from h
reeve_oldenglishbaron	30	0.9	37605	20697	 suppressed his emotions, and 	 suppressed his emotions, but 
walpole_castleofotranto_3_g	30	0.9666666666666667	507	22208	 what was become of Isabella. 	 what was become of Isabella, 
walpole_castleofotranto_3_g	32	1.0	10761	27832	 to the church of St. Nicholas, 	 to the church of St. Nicholas, 
walpole_castleofotranto_3_g	32	0.90625	15068	22530	 the cause of Isabella’s flight 	 the cause of Isabella’s first a
walpole_castleofotranto_3_g	38	0.9210526315789473	23586	3106	 the principality of Otranto from dest	 the principality of Otranto, from the
walpole_castleofotranto_3_g	30	0.9666666666666667	23586	3461	 the principality of Otranto f	 the principality of Otranto, 
walpole_castleofotranto_3_g	34	1.0	23586	15491	 the principality of Otranto from 	 the principality of Otranto from 
walpole_castleofotranto_3_g	31	0.9032258064516129	23589	20496	e principality of Otranto from 	e principality of Otranto? If h
walpole_castleofotranto_3_g	36	0.9722222222222222	30120	12054	ed to the great hall of the castle, 	ed to the great hall of the castle. 
radcliffe_udolpho_1_g	32	0.90625	19093	34759	 be acquainted with the secret a	 be acquainted with the subject 
reeve_oldenglishbaron	30	0.9	37605	20697	 suppressed his emotions, and 	 suppressed his emotions, but 
radcliffe_udolpho_16_g	32	0.90625	10035	37603	 have the honour of being your H	 have the honour of seeing you. 
radcliffe_udolpho_16_g	30	0.9	17147	50591	. While she was speaking, a se	. While she was speaking, howe
radcliffe_udolpho_25_g	35	0.9714285714285714	14803	17097	 the postern-gate of the castle, wh	 the postern-gate of the castle, sh
radcliffe_udolpho_33_g	30	0.9	32690	42756	 she heard distinctly, interes	 she heard distinctly, in the 
doyle_baskervilles_10_u	30	0.9	14576	15447	 ask him a few questions.” “No	 ask him a few questions. “Wel
radcliffe_udolpho_2_g	34	1.0	32289	7995	 the upper end of the hall, where 	 the upper end of the hall, where 
collins_hauntedhotel_5_u	30	0.9666666666666667	38173	2021	 succeeded each other in the c	 succeeded each other in the l
radcliffe_udolpho_57_g	30	0.9	14820	391	 of the castle, which is on th	 of the castle, which, on this
radcliffe_udolpho_57_g	31	1.0	30125	376	 the great hall of the castle, 	 the great hall of the castle, 
radcliffe_udolpho_36_g	30	0.9	32249	7217	 going to the apartment of Hip	 going to the apartment of the
reeve_oldenglishbaron	30	0.9	37605	20697	 suppressed his emotions, and 	 suppressed his emotions, but 
walpole_castleofotranto_4_g	31	0.9354838709677419	5857	17795	he has owned to me that she wis	he has owned to me that he is i
walpole_castleofotranto_4_g	30	0.9	5934	24490	a,” said the Princess, “I do n	a,” said the Princess, “I shou
walpole_castleofotranto_4_g	37	0.918918918918919	16662	14421	 inclination for the cloister; and th	 inclination for the cloister.” In th
walpole_castleofotranto_4_g	31	0.9032258064516129	22653	12022	ed to his own apartment, where 	ed to his own apartment, after 
walpole_castleofotranto_4_g	41	0.9024390243902439	23304	36312	 the dissolution of our marriage, and to 	 the dissolution of our marriage, be it s
