TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
collins_moonstone_88_d	36	0.9444444444444444	22871	6512	t was the subject of conversation in	t was the subject of a conversation 
collins_hauntedhotel_18_u	30	0.9	16859	3650	 opportunity of declaring the 	 opportunity of comparing the 
radcliffe_udolpho_43_g	30	0.9	6037	10313	 more loudly than before, afte	 more loudly than before, till
radcliffe_udolpho_43_g	30	0.9	6586	587	 the north side of the chateau	 the north side of the castle 
doyle_adventures_8_d	32	0.90625	14480	49722	 the appearance, which they had 	 the appearance which she had ca
doyle_adventures_8_d	32	0.9375	24457	18210	 years have passed since the Mar	 years have passed since then, a
christie_secretadversary_20_d	31	0.9032258064516129	21937	1912	 to believe, that I have been u	 to believe that you have been 
stoker_dracula_27_g	30	0.9	6583	30090	 on the north side of the chat	 on the north side of the comi
austen_northangerabbey_10_g	38	0.9210526315789473	22326	6793	 the evening of the following day. M. 	 the evening of the following day was 
radcliffe_udolpho_20_g	35	0.9142857142857143	339	28069	, on the preceding night, he was ob	, on the preceding night, she had b
radcliffe_udolpho_20_g	31	0.9032258064516129	5861	38634	 retired to her apartment, and 	 retired to her apartment. In t
radcliffe_udolpho_20_g	30	0.9	9646	11069	 on the preceding night, but L	 on the preceding night. But t
radcliffe_udolpho_20_g	36	0.9166666666666666	24452	16039	 many years have passed since the Ma	 many years have passed, since this 
radcliffe_udolpho_20_g	38	0.9210526315789473	25475	35297	s?' said Emily, when she was gone. 'It	s?' said Emily, when she was alone; 't
collins_moonstone_78_d	36	0.9444444444444444	17352	318	 intention of returning to the conve	 intention of returning to the scene
radcliffe_udolpho_19_g	30	0.9333333333333333	313	48986	 door having been fastened, on	 door having been fastened, du
radcliffe_udolpho_19_g	31	0.9354838709677419	4451	48664	 to believe, that she had then 	 to believe, that she had been 
radcliffe_udolpho_19_g	30	0.9	4825	18998	, and, before she could recove	, and, before she could leave 
radcliffe_udolpho_19_g	30	0.9	9021	77914	r, they perceived, that the ma	r, they perceived, that it was
radcliffe_udolpho_42_g	32	1.0	6586	350	 the north side of the chateau, 	 the north side of the chateau, 
radcliffe_udolpho_42_g	33	0.9090909090909091	8216	2721	ed, and, having reached the saloo	ed, and, having reached the top o
radcliffe_udolpho_42_g	34	0.9117647058823529	14536	17179	 of the deceased Marchioness. At a	 of the deceased Marchioness was a
radcliffe_udolpho_42_g	39	0.9230769230769231	24450	2858	so many years have passed since the Mar	so many years have passed since this wa
radcliffe_udolpho_42_g	36	0.9166666666666666	26103	15440	he strange circumstances, that have 	he strange circumstance, that had ju
radcliffe_udolpho_32_g	30	0.9333333333333333	337	4248	ed, on the preceding night, he	ed, on the preceding night, pa
radcliffe_udolpho_32_g	30	0.9	3726	4251	 on the preceding night, for i	 on the preceding night, parti
radcliffe_udolpho_32_g	31	0.9354838709677419	4451	6903	 to believe, that she had then 	 to believe, that she had been 
doyle_baskervilles_5_u	30	0.9	12902	4955	s difficult to discover what c	s difficult to discover who th
radcliffe_udolpho_30_g	30	0.9	6422	3069	 in the lower part of the chat	 in the lower vault of the cha
radcliffe_udolpho_30_g	33	0.9696969696969697	12491	25588	 for a considerable time, and wha	 for a considerable time, and was
radcliffe_udolpho_30_g	30	0.9	15579	10349	 which he appeared to be alrea	 which he appeared to be exami
radcliffe_udolpho_44_g	30	0.9	5910	1281	 to the door of the north cham	 to the door of the north apar
radcliffe_udolpho_44_g	35	0.9428571428571428	8337	6440	 the door of the bed-room, and ente	 the door of the bed-room, and the 
radcliffe_udolpho_44_g	32	0.90625	13742	1435	 inhabitants of the chateau to a	 inhabitants of the chateau. Hav
radcliffe_udolpho_44_g	30	0.9666666666666667	14536	9932	 of the deceased Marchioness. 	 of the deceased Marchioness, 
