TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
radcliffe_udolpho_38_g	31	0.9032258064516129	20416	22477	I have been surprised at the ha	I have been surprised into the 
doyle_signoffour_9_d	31	1.0	15438	3262	 about in the hope of seeing a 	 about in the hope of seeing a 
radcliffe_udolpho_51_g	32	0.90625	15493	21866	 the neighbourhood in which she 	 the neighbourhood of which he h
radcliffe_udolpho_17_g	30	0.9	12228	212	 the air of a man who is lost 	 the air of a man, who is cons
radcliffe_udolpho_17_g	31	0.9354838709677419	12610	207	 with the air of a man who has 	 with the air of a man, who is 
doyle_adventures_3_d	43	0.9069767441860465	12187	30964	, with his head sunk upon his breast, and t	, with his head sunk upon his breast, like 
doyle_adventures_3_d	34	0.9117647058823529	12566	10969	 shrugged his shoulders, and lit u	 shrugged his shoulders, and said 
doyle_adventures_3_d	30	0.9333333333333333	27585	10965	 and shrugged his shoulders. "	 and shrugged his shoulders, a
doyle_adventures_3_d	35	0.9428571428571428	27736	9701	 "This is my friend, Dr. Watson. He	 "This is my friend, Dr. Watson, be
doyle_adventures_3_d	31	0.9032258064516129	29313	29808	 sprang out of his chair as if 	 sprang out of his chair and pi
doyle_adventures_3_d	30	0.9666666666666667	32153	16747	 that something had happened. 	 that something had happened, 
doyle_adventures_3_d	30	0.9	41262	35532	 threw himself down with his f	 threw himself down into his c
stoker_dracula_19_g	30	0.9333333333333333	46736	25508	hen it occurred to me that the	hen it occurred to me that I h
radcliffe_udolpho_24_g	30	0.9	47536	501	 as long as possible, and henc	 as long as possible, and cons
doyle_scarlet_10_d	33	0.9090909090909091	5406	7457	 his elbows upon his knees, stari	 his elbows upon his knees, consi
doyle_scarlet_14_d	32	0.9375	21836	6481	 careful examination of the prem	 careful examination of the room
collins_moonstone_89_d	32	0.90625	13677	23487	 in the neighbourhood, and in 18	 in the neighbourhood, and went 
collins_moonstone_89_d	31	0.9032258064516129	46469	43514	 to prevent anyone from coming 	 to prevent anyone from using i
doyle_scarlet_7_d	30	0.9	12188	13524	 with his head sunk upon his b	 with his head sunk on his che
doyle_scarlet_7_d	30	0.9	29313	160	 sprang out of his chair as if	 sprang out of his chair and u
austen_northangerabbey_21_g	30	0.9	2175	7713	 the first time that she had s	 the first time that she was r
doyle_signoffour_4_d	30	0.9	28358	2081	 Mr. Sherlock Holmes," said th	 Mr. Sherlock Holmes, and this
doyle_signoffour_4_d	31	0.9032258064516129	45435	6889	 considerable sums of money. I 	 considerable sum of money, a l
doyle_signoffour_6_d	30	0.9666666666666667	10854	37	 "Now, Watson," said Holmes, a	 "Now, Watson," said Holmes, r
doyle_signoffour_6_d	30	0.9333333333333333	47448	6153	 that there is anything else f	 that there is nothing else of
doyle_scarlet_3_d	30	0.9333333333333333	16222	2408	ed that something was amiss wi	ed that something was amiss. H
doyle_scarlet_3_d	32	0.90625	17266	15299	 had been in the front room duri	 had been in the front room whil
doyle_scarlet_3_d	30	0.9333333333333333	21836	15603	 careful examination of the pr	 careful examination of the wa
radcliffe_udolpho_55_g	30	0.9	3544	5139	 the address which she had giv	 the addresses, which she had 
collins_moonstone_47_d	32	0.96875	13668	6558	e friends in the neighbourhood, 	e friends in the neighbourhood. 
lewis_monk_2_g	31	0.9032258064516129	22024	52146	 few minutes during which he mi	 few minutes during which both 
doyle_baskervilles_3_u	31	0.9032258064516129	41869	13048	 crime has been committed, and 	 crime has been committed at al
stoker_dracula_23_g	30	0.9	22024	24137	 few minutes during which he m	 few minutes, during which my 
stoker_dracula_6_g	37	0.918918918918919	24054	15135	 him that he must get rid of the tell	 him that he must get rid of them. He
radcliffe_udolpho_26_g	30	0.9	46739	18575	 it occurred to me that there 	 it occurred to her, that her 
lewis_monk_9_g	30	0.9	19124	53292	 the foot of the stair within 	 the foot of the Stairs with h
lewis_monk_9_g	30	0.9	21877	15043	 without finding anything whic	 without finding any thing lik
doyle_baskervilles_1_u	30	0.9666666666666667	27739	10348	his is my friend, Dr. Watson. 	his is my friend Dr. Watson.” 
collins_moonstone_77_d	35	0.9142857142857143	35962	2660	 in the presence of one of the most	 in the presence of one of the thre
stoker_dracula_11_g	34	0.9117647058823529	19429	14026	 account in any way for the presen	 account in any way for the escape
collins_moonstone_85_d	40	0.95	22675	23101	 was as much a mystery to him as to the 	 was as much a mystery to her as to the 
doyle_adventures_12_d	30	0.9	2104	48252	s not been home for two days. 	s not been fed for two days. Q
doyle_adventures_12_d	30	0.9	3715	36173	and, as it seemed to me at the	and, as it seemed to me, a lit
doyle_adventures_12_d	31	0.9032258064516129	9375	19924	, Watson," said he, "that you i	, Watson," said he, "that it is
doyle_adventures_12_d	32	0.90625	20010	34714	, as you may have remarked, a sm	, as you may have remarked, Mr. 
doyle_adventures_12_d	30	0.9	25652	2480	 Sherlock Holmes had been deta	 Sherlock Holmes had been sile
doyle_adventures_12_d	30	0.9333333333333333	36370	46189	, and we shall see whether it 	, and we shall see whether we 
doyle_adventures_12_d	30	0.9	48891	47117	. I think, Watson, that if we 	. I think, Watson, that it wou
doyle_adventures_12_d	30	0.9	48892	51875	 I think, Watson, that if we d	 I think, Watson, that we had 
doyle_signoffour_7_d	37	0.9459459459459459	47442	18573	t know that there is anything else fo	t know that there is anything else." 
doyle_scarlet_13_d	30	0.9	22904	341	 to the police-station, while 	 to the police-station,” he re
radcliffe_udolpho_16_g	30	0.9333333333333333	29261	30943	 received a letter from him to	 received a letter from him, i
radcliffe_udolpho_16_g	30	0.9	29261	67208	 received a letter from him to	 received letters from him, th
radcliffe_udolpho_25_g	33	0.9090909090909091	17610	18439	 which he had promised to bring h	 which he had promised to grant h
doyle_baskervilles_12_u	34	0.9117647058823529	35921	9161	 think, Watson, that you are now s	 think, Watson, that you are away 
dickens_christmascarole_4_g	30	0.9	19218	14002	 could hardly have been more t	 could hardly have been greate
christie_styles_6_d	30	0.9	2411	3049	s it possible that we could br	s it possible that she could h
christie_styles_6_d	34	0.9117647058823529	46741	296	t occurred to me that there might 	t occurred to me that he might hav
doyle_signoffour_11_d	32	1.0	12193	721	 his head sunk upon his breast, 	 his head sunk upon his breast, 
stoker_dracula_20_g	30	0.9333333333333333	30010	3237	 addressed the envelope had to	 addressed the envelope and st
collins_hauntedhotel_5_u	40	0.925	2275	2631	 an old friend and school companion. We 	 an old friend and school companion who 
doyle_adventures_4_d	35	0.9142857142857143	12723	1364	e, Watson," said he. "It makes you 	e, Watson," said he. "It makes a co
doyle_adventures_4_d	33	0.9393939393939394	14171	2737	, as far as we have been able to 	, as far as I have been able to u
doyle_adventures_4_d	30	0.9	17786	35705	e carefully examined, and resu	e carefully examined and retai
doyle_adventures_4_d	30	0.9	27589	20536	 shrugged his shoulders. "No g	 shrugged his shoulders. "I am
doyle_adventures_4_d	30	0.9	27589	37598	 shrugged his shoulders. "No g	 shrugged his shoulders. "I am
doyle_adventures_4_d	30	0.9	36370	17357	, and we shall see whether it 	, and we shall see whither tha
doyle_adventures_4_d	30	0.9333333333333333	37143	23367	 through the streets of the Su	 through the streets of the li
doyle_adventures_4_d	35	0.9428571428571428	48540	18717	 think that it is probable that no 	 think that it is probable that I s
collins_moonstone_67_d	30	0.9333333333333333	9985	19742	 would not have been worth an 	 would not have been worth men
doyle_scarlet_5_d	35	0.9142857142857143	23994	4816	. What would he do then? It would o	. What would he do, then? He would 
doyle_scarlet_5_d	30	0.9	35094	7494	 into the apartment. The pipe 	 into the apartment. She appea
