TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
collins_hauntedhotel_6_u	30	0.9333333333333333	28858	190	had sufficiently recovered my 	had sufficiently recovered to 
lewis_monk_4_g	30	0.9333333333333333	8693	93903	 I took the opportunity of whi	 I took the opportunity of tha
lewis_monk_4_g	41	0.9024390243902439	22624	38303	ou ought to be ashamed of yourself, John 	ou ought to be ashamed of yourself for se
collins_moonstone_74_d	30	0.9	5791	1654	. Under the circumstances, we 	. Under these circumstances, M
collins_moonstone_74_d	30	0.9	8693	20726	 I took the opportunity of whi	 I took the opportunity of cal
collins_moonstone_74_d	38	0.9210526315789473	10841	5292	 for the first time since we had enter	 for the first time since we had parte
collins_moonstone_74_d	33	0.9090909090909091	27775	12103	. “There was something in that ca	. “There was something in the way
radcliffe_udolpho_18_g	35	0.9428571428571428	10831	12314	, speaking for the first time since	, speaking for the first time in se
christie_styles_12_d	33	0.9393939393939394	316	18399	 possible that Mrs. Inglethorp’s 	 possible that Mrs. Inglethorp, w
christie_styles_12_d	30	0.9	1800	2336	 with Mademoiselle Cynthia. Ye	 with Mademoiselle Cynthia’s r
christie_styles_12_d	33	0.9696969696969697	3369	10456	 the early hours of the morning, 	 the early hours of the morning a
christie_styles_12_d	30	0.9	11544	9961	 of Mrs. Inglethorp’s death, w	 of Mrs. Inglethorp’s despatch
christie_styles_12_d	32	0.90625	14897	6263	 in Mrs. Inglethorp’s room, and 	 in Mrs. Inglethorp’s room, I le
christie_styles_12_d	30	0.9	14897	12149	 in Mrs. Inglethorp’s room, an	 in Mrs. Inglethorp’s room. “I
christie_styles_12_d	30	0.9	14897	14717	 in Mrs. Inglethorp’s room, an	 in Mrs. Inglethorp’s room? Th
christie_styles_12_d	30	0.9	18572	6736	 consequence of that quarrel, 	 consequence of the quarrel sh
christie_styles_12_d	31	0.9032258064516129	25884	12512	 to Mrs. Inglethorp’s room, as 	 to Mrs. Inglethorp’s room. I a
christie_styles_12_d	33	0.9090909090909091	26608	10083	 important papers in this despatc	 important papers in this particu
christie_styles_12_d	32	0.90625	32113	17268	 Mrs. Inglethorp’s medicines?” A	 Mrs. Inglethorp’s medicine was 
christie_styles_12_d	31	0.9032258064516129	37559	11040	 two possibilities: either he k	 two possibilities. Either her 
christie_styles_12_d	30	0.9666666666666667	38899	10267	bolted the door leading into h	bolted the door leading into M
