TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_3_d	32	0.90625	4514	25369	, I felt that it would be an act	, I felt that it would be a stra
doyle_adventures_3_d	32	0.9375	18234	8040	 Tottenham Court Road; and he de	 Tottenham Court Road, and he le
stoker_dracula_14_g	37	0.9459459459459459	25875	6983	 opened the door, and announced Mr. G	 opened the door, and announced "Dr. 
lewis_monk_3_g	32	0.9375	11723	912	 immediately conducted him into 	 immediately conducted him to hi
collins_moonstone_69_d	56	0.9285714285714286	1040	3309	 the fallen nature which we all inherit from Adam—has un	 the fallen nature which we all inherit from Adam—it is 
collins_moonstone_69_d	31	0.9032258064516129	3115	5805	 sacred regard for truth is (th	 sacred regard for truth on the
collins_moonstone_69_d	31	0.9032258064516129	6518	1959	 the Mothers’-Small-Clothes-Con	 the Mothers’-Small-Clothes nex
collins_moonstone_69_d	30	0.9	10795	4806	e in Northumberland Street, St	e in Northumberland Street; an
collins_moonstone_69_d	31	0.9032258064516129	10969	1959	 the Mothers’-Small-Clothes-Con	 the Mothers’-Small-Clothes nex
collins_moonstone_69_d	30	0.9	11592	4806	e in Northumberland Street. A 	e in Northumberland Street; an
collins_moonstone_69_d	34	0.9117647058823529	17559	4807	 in Northumberland Street, and mus	 in Northumberland Street; and I m
collins_moonstone_69_d	31	0.9032258064516129	18680	4807	 in Northumberland Street now h	 in Northumberland Street; and 
collins_moonstone_69_d	31	0.9354838709677419	19482	4807	 in Northumberland Street had g	 in Northumberland Street; and 
collins_moonstone_69_d	38	0.9473684210526315	22909	4797	 adventure in Northumberland Street.” 	 adventure in Northumberland Street; a
collins_moonstone_69_d	31	0.967741935483871	23685	4807	 in Northumberland Street and A	 in Northumberland Street; and 
collins_moonstone_64_d	30	0.9	1318	6515	 Mr. Franklin Blake. I have be	 Mr. Franklin Blake. In the me
collins_moonstone_89_d	30	0.9	6970	49011	 Mr. Godfrey Ablewhite, was as	 Mr. Godfrey Ablewhite was ent
collins_moonstone_89_d	30	0.9	6970	57492	 Mr. Godfrey Ablewhite, was as	 Mr. Godfrey Ablewhite was too
collins_moonstone_89_d	30	0.9333333333333333	20097	36552	 a valuable of great price whi	 a valuable of great price. Th
