TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
dickens_christmascarole_5_g	44	0.9090909090909091	42641	12414	 End of the Project Gutenberg EBook of Dracu	 End of the Project Gutenberg EBook of A Chr
collins_hauntedhotel_13_u	33	0.9090909090909091	37447	7853	 extraordinary disappearance of t	 extraordinary disappearance? On 
collins_hauntedhotel_28_u	39	1.0	42641	14698	 End of the Project Gutenberg EBook of 	 End of the Project Gutenberg EBook of 
stoker_dracula_4_g	30	0.9	34741	13167	 the howling of the wolves beh	 the howling of the wolves was
stoker_dracula_4_g	31	0.9032258064516129	34741	22038	 the howling of the wolves behi	 the howling of the wolves with
collins_moonstone_78_d	34	0.9117647058823529	37447	13100	 extraordinary disappearance of th	 extraordinary disappearance that 
stoker_dracula_22_g	34	0.9117647058823529	31630	20297	. It was hard to believe that by o	. It was hard to believe that amon
stoker_dracula_22_g	33	0.9090909090909091	42459	27226	 They lay in a sort of or-orderly	 They lay in a sort of orderly di
stoker_dracula_22_g	31	1.0	42494	27226	 They lay in a sort of orderly 	 They lay in a sort of orderly 
collins_moonstone_55_d	34	0.9411764705882353	27446	36697	 I could not bring myself to the a	 I could not bring myself to tell 
collins_moonstone_55_d	34	0.9117647058823529	27446	42719	 I could not bring myself to the a	 I could not bring myself to make 
shelley_frankenstein_43_g	30	0.9333333333333333	33798	15325	 which I did not understand. F	 which I did not understand; a
stoker_dracula_13_g	31	0.9354838709677419	25428	18449	. _Mina Harker's Journal._ _6 N	. _Mina Harker's Journal._ _22 
stoker_dracula_13_g	44	0.9318181818181818	42175	31318	"The Westminister Gazette," 25 September.=> 	"The Westminster Gazette," 25 September._ A 
stoker_dracula_13_g	44	0.9318181818181818	42175	33632	"The Westminister Gazette," 25 September.=> 	"The Westminster Gazette," 25 September._ _E
stoker_dracula_13_g	45	0.9333333333333333	42219	31318	"The Westminster Gazette," 25 September. {pg 	"The Westminster Gazette," 25 September._ A H
stoker_dracula_13_g	42	0.9761904761904762	42219	33632	"The Westminster Gazette," 25 September. {	"The Westminster Gazette," 25 September._ 
doyle_signoffour_9_d	32	0.9375	25470	21	It was late in the afternoon whe	It was late in the afternoon bef
shelley_frankenstein_56_g	42	0.9761904761904762	42641	45540	 End of the Project Gutenberg EBook of Dra	 End of the Project Gutenberg EBook of Fra
lewis_monk_12_g	39	1.0	42641	40804	 End of the Project Gutenberg EBook of 	 End of the Project Gutenberg EBook of 
