TargetTitle	Length	ratio	Source place	Target place	Analysis text	Target text
doyle_adventures_8_d	37	0.918918918918919	23473	49246	 came to the conclusion that the best	 came to the conclusion that the doct
stoker_dracula_27_g	30	0.9333333333333333	3035	25429	 _Mina Harker's Journal._ _29 	 _Mina Harker's Journal._ _6 N
stoker_dracula_27_g	30	0.9	4719	32391	 I could see that he was tryin	 I could see that he was deter
stoker_dracula_27_g	30	0.9333333333333333	7429	6640	 in that wonderful diary of Jo	 in that wonderful diary of hi
stoker_dracula_27_g	30	0.9333333333333333	10420	25429	 _Mina Harker's Journal._ _29 	 _Mina Harker's Journal._ _6 N
stoker_dracula_27_g	30	0.9	12996	42174	 "The Westminster Gazette" and	 "The Westminister Gazette," 2
stoker_dracula_27_g	31	0.9032258064516129	12996	42218	 "The Westminster Gazette" and 	 "The Westminster Gazette," 25 
stoker_dracula_27_g	35	0.9428571428571428	16620	17424	. _Jonathan Harker's Journal._ _29 	. _Jonathan Harker's Journal._ _4 N
stoker_dracula_27_g	30	0.9333333333333333	21756	25428	. _Mina Harker's Journal_ _30 	. _Mina Harker's Journal._ _6 
stoker_dracula_22_g	30	0.9333333333333333	246	15683	 Madam Mina," he said, "pearl 	 Madam Mina," he said, "dear, 
stoker_dracula_22_g	30	0.9333333333333333	11570	14343	 experience in Transylvania I 	 experience in Transylvania; a
stoker_dracula_22_g	30	0.9	14660	27372	 the purchase of the house wer	 the purchase of the houses at
stoker_dracula_22_g	33	1.0	23473	27081	 came to the conclusion that the 	 came to the conclusion that the 
stoker_dracula_22_g	31	0.9354838709677419	28791	19403	 bent over and kissed him. The 	 bent over and kissed it. Then 
poe_pitandpendulum_1_g	34	0.9117647058823529	26877	15132	 the terrible circumstance with wh	 the terrible circumstances which 
doyle_signoffour_12_d	33	0.9090909090909091	23476	37981	me to the conclusion that the bes	me to the conclusion that this se
austen_northangerabbey_8_g	33	0.9090909090909091	2879	12369	 an opportunity of reading them. 	 an opportunity of repeating the 
radcliffe_udolpho_30_g	33	0.9090909090909091	10343	14109	 which you do not understand, tho	 which you do not understand. For
stoker_dracula_13_g	40	0.95	1	1	II DR. SEWARD'S DIARY--_continued_ When 	II DR. SEWARD'S DIARY--_continued_. The 
stoker_dracula_13_g	47	0.9148936170212766	3035	18450	 _Mina Harker's Journal._ _29 September._--Afte	 _Mina Harker's Journal._ _22 September._--In t
stoker_dracula_13_g	47	0.9361702127659575	7371	23943	. _Dr. Seward's Diary._ _29 September._--I was 	. _Dr. Seward's Diary._ _22 September._--It is 
stoker_dracula_13_g	47	0.9148936170212766	10420	18450	 _Mina Harker's Journal._ _29 September._--Afte	 _Mina Harker's Journal._ _22 September._--In t
stoker_dracula_13_g	30	0.9	12997	31318	"The Westminster Gazette" and 	"The Westminster Gazette," 25 
stoker_dracula_13_g	30	0.9	12997	33632	"The Westminster Gazette" and 	"The Westminster Gazette," 25 
stoker_dracula_13_g	41	0.9512195121951219	13403	23943	. _Dr. Seward's Diary._ _30 September._--	. _Dr. Seward's Diary._ _22 September._--
stoker_dracula_13_g	33	0.9696969696969697	16631	18456	 Harker's Journal._ _29 September	 Harker's Journal._ _22 September
stoker_dracula_13_g	47	0.9148936170212766	21756	18449	. _Mina Harker's Journal_ _30 September._--I am	. _Mina Harker's Journal._ _22 September._--In 
doyle_adventures_10_d	30	0.9	18538	10740	 in communication with the men	 in communication with the pol
doyle_adventures_10_d	33	0.9090909090909091	19427	10740	 in communication with the proper	 in communication with the police
collins_hauntedhotel_4_u	30	0.9	17464	110	 the letters which I had seen 	 the letters which had been wr
christie_secretadversary_18_d	32	0.90625	23478	18229	 to the conclusion that the best	 to the conclusion that the hous
stoker_dracula_5_g	30	0.9	28794	13687	nt over and kissed him. The te	nt over and kissed him. He sto
stoker_dracula_19_g	30	0.9333333333333333	3035	20404	 _Mina Harker's Journal._ _29 	 _Mina Harker's Journal._ _1 O
stoker_dracula_19_g	30	0.9333333333333333	10420	20404	 _Mina Harker's Journal._ _29 	 _Mina Harker's Journal._ _1 O
stoker_dracula_19_g	31	0.967741935483871	11570	5602	 experience in Transylvania I c	 experience in Transylvania. I 
